l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,wkt_srid_4326
38709,38,357,230000,3,,,"SRID=4326;LINESTRING(-122.307175106459 47.5144176785884,-122.366196781406 47.5495089384196)"
8570,2634,20418,345000,6,,60,"SRID=4326;LINESTRING(-85.608358619582 42.4361966967202,-85.8681979398489 41.738441185417)"
41156,29463,1698,500000,6;3;3,,60,"SRID=4326;LINESTRING(-114.960654909641 36.4132733557036,-114.909172737793 36.4293386845485)"
9185,7308,20680,230000,3,,60,"SRID=4326;LINESTRING(-90.3713744606351 32.3605788703127,-90.3693762728554 32.3561736719651)"
22848,26974,26976,,,,,"SRID=4326;LINESTRING(-104.220813060897 32.3265925670903,-104.220814588033 32.3274668053861)"
32310,8474,8829,,3,,,"SRID=4326;LINESTRING(-84.0433207161643 30.9321102307706,-83.7434740396847 31.242177479376)"
13698,7335,22699,,,,,"SRID=4326;LINESTRING(-97.4630676929246 35.4049991536492,-97.4761211417225 35.3837394657205)"
28934,5507,5268,345000,3,,60,"SRID=4326;LINESTRING(-72.3845862271757 42.793035637605,-72.4829455102004 42.797836612215)"
2828,1873,30836,345000,,,,"SRID=4326;LINESTRING(-93.0116239998846 44.8874113989342,-93.0447274266275 44.8043197306685)"
20959,385,19162,345000,3,,60,"SRID=4326;LINESTRING(-84.4607818160573 39.449212855655,-84.5379235292786 39.4750642945393)"
24513,27708,27709,,,1,,"SRID=4326;LINESTRING(-82.3683544063969 29.6374832516923,-82.3727358493637 29.6378465526873)"
29628,6044,6039,,,,,"SRID=4326;LINESTRING(-78.8398726969668 42.7896664868582,-78.8290417991574 42.8056146064749)"
42682,3274,3272,500000,,,,"SRID=4326;LINESTRING(-89.4127139149883 33.2983286281752,-89.2099771493795 33.3859385677551)"
9162,20669,20668,,,,,"SRID=4326;LINESTRING(-97.9481668690748 19.3411819835859,-97.9467408833928 19.3417439528198)"
27259,18217,18218,,,,,"SRID=4326;LINESTRING(-80.1296889379859 41.6110570151706,-80.10390189944 41.5838029587488)"
16168,9968,23825,230000,3,,60,"SRID=4326;LINESTRING(-81.6977202875467 33.8721761266991,-81.3605022396246 34.2784715182754)"
14301,7938,22983,230000,3,,,"SRID=4326;LINESTRING(-118.229878759086 34.0376247420353,-118.228371924921 34.0381301981798)"
4339,1197,29513,230000,3,,,"SRID=4326;LINESTRING(-122.660379291694 44.7709706932067,-122.673393570551 44.772532666749)"
24083,16505,27520,69000;230000,3,,60,"SRID=4326;LINESTRING(-80.7778784702841 27.2399168135698,-80.8242346949691 27.2436051513068)"
32510,9037,9038,,,,,"SRID=4326;LINESTRING(-89.6551551807075 44.8585897823925,-89.6483155463035 44.8590847867101)"
1756,22148,30375,,3,,60,"SRID=4326;LINESTRING(-79.0148385275536 43.120826285437,-79.0177316649067 43.1203454263841)"
21366,14420,26235,400000,3,,60,"SRID=4326;LINESTRING(-98.0072269541334 22.4361446614136,-98.0122000401683 22.2305063895839)"
29378,11350,5759,,,,,"SRID=4326;LINESTRING(-117.521040782068 49.4556150552008,-117.515631699511 49.4541933114681)"
4511,30048,29563,,9;6,1;2;1,,"SRID=4326;LINESTRING(-115.220270750037 36.0023544899483,-115.171173694712 36.0023469531196)"
10304,21248,21239,500000,,,,"SRID=4326;LINESTRING(-85.0806313657005 35.2437018674881,-84.7870054268189 35.5897926642332)"
10604,7586,18401,,3,,,"SRID=4326;LINESTRING(-116.534678623333 43.4384925768493,-116.365657511458 43.2602061114913)"
20703,2920,19121,230000,,,,"SRID=4326;LINESTRING(-74.1170547395844 40.7919219893847,-74.1134332470241 40.7896076848206)"
42354,2896,2913,230000;138000,,,,"SRID=4326;LINESTRING(-74.8740838184208 40.0752336697993,-74.7831397432756 40.0792008946481)"
27787,3885,3883,500000,3,3,,"SRID=4326;LINESTRING(-111.965291916242 33.2918690849065,-112.423175378616 33.3499105497146)"
29948,6432,6445,138000,,,,"SRID=4326;LINESTRING(-84.6470030884712 38.0432078778744,-84.6208074513106 38.0740218879882)"
1815,23819,30399,230000,3,,60,"SRID=4326;LINESTRING(-80.1695399107885 34.1423112898777,-80.2207542120267 34.0001372934344)"
8750,2828,20491,230000,3;6,,,"SRID=4326;LINESTRING(-104.703000654133 39.6090187781124,-104.6981385465 39.6093295793384)"
29946,6431,6445,138000,,,,"SRID=4326;LINESTRING(-84.5191242819708 38.0794982520511,-84.6208074513106 38.0740218879882)"
23146,15444,27103,,3,,60,"SRID=4326;LINESTRING(-83.974054535096 43.5776109450036,-83.9382092337473 43.576778904872)"
26024,6750,18124,500000,,,,"SRID=4326;LINESTRING(-83.9680386889443 33.4659344737123,-83.8679008812366 33.309363014519)"
32868,2308,9415,,,,,"SRID=4326;LINESTRING(-76.4058129997972 42.4722133561734,-76.4728131339481 42.4042007005156)"
767,17868,29965,,,,,"SRID=4326;LINESTRING(-79.8221318358466 43.1857484012292,-79.8286044123075 43.1812736944329)"
32931,3419,9498,115000;230000,3,,60,"SRID=4326;LINESTRING(-123.238204416572 43.2061660425905,-123.264650500868 42.9161214700627)"
35816,12959,13144,,,,,"SRID=4326;LINESTRING(-90.5664371576784 41.4854341221975,-90.5276059059978 41.483068989586)"
5680,2907,28509,,,,,"SRID=4326;LINESTRING(-79.0336915635506 36.0015666162813,-79.0165543269739 36.0448575738377)"
30222,6767,6769,500000,,,,"SRID=4326;LINESTRING(-84.1497609947961 33.9477661655502,-84.0812664419381 33.9666177953178)"
25709,18092,18093,,,,,"SRID=4326;LINESTRING(-85.2083449394753 31.6230540007877,-85.2179349042909 31.6122439960733)"
26145,3556,18135,,,,,"SRID=4326;LINESTRING(-82.8778941671321 31.5308090357412,-83.1815119168647 31.631252999221)"
1201,22736,30146,230000,3,1,,"SRID=4326;LINESTRING(-116.115653223784 33.6748050738242,-116.11582407775 33.673663223952)"
2884,19575,30861,230000,,,,"SRID=4326;LINESTRING(-80.3451944153201 26.6756962528285,-80.327895483791 26.6758733412569)"
17633,23760,24500,,,,,"SRID=4326;LINESTRING(-93.3253677857081 44.7461611785375,-93.358801373784 44.7464532600359)"
40533,30594,1077,115000,3,,60,"SRID=4326;LINESTRING(-122.239410551872 47.3383682648436,-122.241418078062 47.380357946487)"
7596,17395,29206,,3,,,"SRID=4326;LINESTRING(-114.027306566783 49.5160315864903,-113.92406284637 49.5159013638918)"
12614,22269,22267,,,,,"SRID=4326;LINESTRING(-78.8532460708166 42.8520715159825,-78.8530199648595 42.8520360192768)"
20952,14035,26041,,,,,"SRID=4326;LINESTRING(-82.2533723297077 34.9021248282695,-82.2531692765636 34.9007714250012)"
38336,15735,15737,,,,,"SRID=4326;LINESTRING(-85.1743220335221 31.8447142471348,-85.1565262942462 31.8734687944665)"
20133,30607,25678,,,,,"SRID=4326;LINESTRING(-75.3618926452588 40.6466690831457,-75.3441193472185 40.6447523682048)"
19198,12660,25188,,,,,"SRID=4326;LINESTRING(-98.7891057530461 48.1941087020397,-98.7889266437832 48.1935368006541)"
39729,768,17267,,,,,"SRID=4326;LINESTRING(-79.3511655151121 43.8694196831803,-79.442265520305 43.996354124772)"
18375,4401,19029,,,,,"SRID=4326;LINESTRING(-99.790030324311 32.2032605648307,-99.9451365678747 31.7533629062908)"
4574,2384,29582,138000,,,,"SRID=4326;LINESTRING(-82.0505614334923 41.4781241648552,-82.0532805631562 41.5024877351319)"
30682,7208,7237,500000,3,,60,"SRID=4326;LINESTRING(-87.0556663068806 33.6305296533855,-87.0551553545695 33.2980919832823)"
33024,8891,9562,230000,3,,60,"SRID=4326;LINESTRING(-101.747258357783 35.2964470757133,-101.43993118437 35.6316324883692)"
2520,24875,30705,230000,3,,60,"SRID=4326;LINESTRING(-81.938269524955 27.8334664738872,-81.9387413849592 27.8257412423199)"
13255,29658,22499,,,,,"SRID=4326;LINESTRING(-65.537877977311 46.9708220126042,-65.5468548050607 46.9674471102158)"
9207,2728,20692,345000,,,,"SRID=4326;LINESTRING(-93.4269236406569 44.7867734778046,-93.4323098846628 44.8632267106524)"
20968,26048,26047,,,,,"SRID=4326;LINESTRING(-91.8266104808455 46.1043003051557,-91.8271792042519 46.1013488757038)"
27420,20909,3526,,6;3,,,"SRID=4326;LINESTRING(-112.880687473997 42.7740212719322,-112.914537363369 42.7682761374359)"
17828,11342,24590,,,,,"SRID=4326;LINESTRING(-86.5141284685836 30.5153812757539,-86.4982132183974 30.4981371151736)"
27255,18190,20250,,,,,"SRID=4326;LINESTRING(-121.121516042856 39.0957762584234,-120.957065506211 39.1608122162581)"
12159,21119,22051,,,,,"SRID=4326;LINESTRING(-66.85064481493 47.9917435157744,-66.8708402001584 48.0058364071211)"
16013,23750,23754,,,,,"SRID=4326;LINESTRING(-86.233802828175 43.2569228038655,-86.2370541006828 43.2572370962996)"
32571,6602,9108,345000,3,,60,"SRID=4326;LINESTRING(-88.8492681186762 37.8785702772137,-88.8232540790586 37.7315045258322)"
3231,9448,31000,500000,3,,60,"SRID=4326;LINESTRING(-80.0327892547108 39.7405429338678,-80.1834935122018 39.5760395357762)"
5275,22328,28399,230000,6;3;3,1,60,"SRID=4326;LINESTRING(-121.50244627976 39.4531329020075,-121.466792375463 38.9351996328048)"
28893,5121,5228,,,,,"SRID=4326;LINESTRING(-97.5112399782699 35.2744089714598,-97.5111765638436 35.2162351821907)"
9110,3211,20636,,,,,"SRID=4326;LINESTRING(-98.1781052788562 26.0193257585213,-98.1830947313354 26.0286798539662)"
28806,326,5117,,,,,"SRID=4326;LINESTRING(-78.817066509703 35.9268489688908,-78.8619964573487 35.981145768594)"
41960,2466,2517,,,,,"SRID=4326;LINESTRING(-87.1708272030607 41.6184171141865,-87.2970012102442 41.5937719425003)"
5214,27046,28362,,3,,,"SRID=4326;LINESTRING(-104.519744180352 33.5056222992051,-104.576888530858 33.4530236849644)"
12514,5949,22218,,,,,"SRID=4326;LINESTRING(-78.7700029262982 42.8837739113958,-78.7687640099215 42.8922130616268)"
34945,4548,12010,,,,,"SRID=4326;LINESTRING(-83.2752940189884 42.6185825861669,-83.258910016148 42.6485532438186)"
34172,4548,10989,,,,,"SRID=4326;LINESTRING(-83.2752940189884 42.6185825861669,-83.3049397631663 42.6175066071531)"
39911,17488,17489,,3,1,,"SRID=4326;LINESTRING(-122.711928463114 38.7658090653029,-122.692496243671 38.7625868494915)"
9172,3460,20673,500000,6;3;3;3;3;6,,,"SRID=4326;LINESTRING(-112.888119616365 46.5156653960181,-115.569715315095 47.4557191814653)"
17537,8935,24459,,,,,"SRID=4326;LINESTRING(-86.2001260035824 42.9099067731619,-86.1933327364787 42.9099352785771)"
16896,10668,24173,,,,,"SRID=4326;LINESTRING(-72.6689241072213 41.828858949392,-72.7056965705151 41.8446939095316)"
42206,2793,2794,500000,3,,,"SRID=4326;LINESTRING(-120.95589801516 43.0139691839401,-120.987467847555 42.853471492003)"
7165,7895,29030,,6,,,"SRID=4326;LINESTRING(-93.2650496552954 44.2891838044786,-93.2935496318316 44.2693096005032)"
16382,10165,23930,230000,6;3;3,,60,"SRID=4326;LINESTRING(-90.5343030582421 30.0700828864635,-90.5746749122683 30.0745463871752)"
34734,4538,11735,100000,,,,"SRID=4326;LINESTRING(-82.4260450477129 34.8927619820753,-82.3336912907475 34.9417425792106)"
11543,21790,21791,115000;230000;230000;230000;230000;230000;230000;230000;230000,3,,60,"SRID=4326;LINESTRING(-71.4818886009566 42.564548886194,-71.4851739196137 42.5651898636125)"
42314,2846,2875,230000,3,,,"SRID=4326;LINESTRING(-74.9627557907791 39.7410004365744,-75.0692485539188 39.8275471275155)"
14386,8018,23026,230000,3,,60,"SRID=4326;LINESTRING(-112.614409644389 44.0899979875168,-112.61618689292 44.0899976739784)"
20555,13683,25874,345000,,,,"SRID=4326;LINESTRING(-81.8828110524398 41.1689974736902,-81.8845569184978 41.1748634006681)"
6458,12650,28749,500000,3,3,60,"SRID=4326;LINESTRING(-96.9411091088054 49.8638174793957,-95.4381950537403 48.8892869765622)"
15726,18847,18844,,,,,"SRID=4326;LINESTRING(-92.1015749078464 37.7922649578889,-92.0956029078375 37.8865269847572)"
32962,9526,9527,,,,,"SRID=4326;LINESTRING(-93.4401725916264 44.7531199279046,-93.5210536714062 44.7525819968476)"
41822,2385,2383,138000,,,,"SRID=4326;LINESTRING(-82.0505491109494 41.4393439876563,-81.9641116574082 41.393652159849)"
33982,4081,10701,230000,3,,60,"SRID=4326;LINESTRING(-99.2038395875335 18.8447872664565,-99.4666118385979 19.1649874088185)"
25588,2944,19461,230000,,2,,"SRID=4326;LINESTRING(-74.2521514469207 40.5607368157584,-74.2585328148078 40.5705771086777)"
29815,22381,6274,,3;6;6;3,,,"SRID=4326;LINESTRING(-96.6959225495345 43.5875315921292,-96.6618017744165 43.5896577668988)"
9045,18297,18299,,,,,"SRID=4326;LINESTRING(-80.6288689073158 34.5722569543048,-80.6154969453225 34.6221569522732)"
26198,18153,18152,,,,,"SRID=4326;LINESTRING(-85.1827206756588 34.7104505602845,-85.2009064397651 34.7085355862862)"
28669,22079,4979,230000,3,,,"SRID=4326;LINESTRING(-105.037088713547 40.335612755539,-105.034614806137 40.234379035807)"
29334,5152,5711,345000,3,,60,"SRID=4326;LINESTRING(-71.0169910529071 41.9721006139684,-70.7885007790597 41.8981860739546)"
5306,9067,28407,,,,,"SRID=4326;LINESTRING(-111.912948296512 43.6835506723407,-112.121591533509 43.3078464885291)"
24116,27537,27538,230000,,,60,"SRID=4326;LINESTRING(-98.5969229807437 19.7658974512189,-98.5960596997556 19.7661377104614)"
38347,15750,15751,,,,,"SRID=4326;LINESTRING(-104.470576369019 38.3219637283822,-104.412314910502 38.2938673764811)"
28656,4959,4962,230000,,,,"SRID=4326;LINESTRING(-94.1342474245011 56.5067766678236,-94.1072962311361 56.5072783102136)"
3237,9490,31002,,,,,"SRID=4326;LINESTRING(-123.278143886369 42.4470741078143,-123.025432178434 42.4660122080754)"
31762,8294,8295,345000,3;6,2,60,"SRID=4326;LINESTRING(-97.3059669403413 32.9566414977731,-97.2615633532114 32.9919308112756)"
23239,6790,27139,230000,3,1,,"SRID=4326;LINESTRING(-81.7688183864897 26.6729474696482,-81.7677723383011 26.6276731926088)"
8969,3113,20585,,,,,"SRID=4326;LINESTRING(-94.5114147494278 38.9634883430108,-94.4845304721385 38.9023880679768)"
18112,24715,24716,,,,,"SRID=4326;LINESTRING(-95.305071325758 35.7636382525236,-95.3054116974192 35.7635314650328)"
26174,7132,18142,,,,,"SRID=4326;LINESTRING(-84.2117005431536 32.0976696476922,-84.1756798672511 32.0945330069001)"
16078,9868,23784,230000,3,,60,"SRID=4326;LINESTRING(-77.1191588090201 35.4745585388748,-76.8675875987482 35.2944151122188)"
25480,651,19403,230000,3,1,60,"SRID=4326;LINESTRING(-119.449600704831 47.259468076468,-119.548341671036 47.1061264691417)"
5219,27037,28365,,3,,,"SRID=4326;LINESTRING(-104.505957645855 33.3337329147604,-104.488478792722 33.3279462297367)"
21123,14167,26123,230000,6,,60,"SRID=4326;LINESTRING(-96.3001776007956 19.105147929724,-96.2776579700956 19.1046174077088)"
13446,21851,22579,345000;138000,6,,60,"SRID=4326;LINESTRING(-97.3312875650945 35.3288383216682,-97.3884432343727 35.2931282636053)"
13669,17821,22684,,,,,"SRID=4326;LINESTRING(-65.9785487488396 47.9167822757573,-65.9887027658221 47.8819516082098)"
34954,12018,12019,,,,,"SRID=4326;LINESTRING(-83.3887585199978 43.4737601629396,-83.4090182103865 43.4733185905247)"
36829,4161,14239,400000,3,,60,"SRID=4326;LINESTRING(-101.901664340748 18.2788378734927,-102.980536591645 19.9624009931615)"
1176,18889,30134,345000,,,,"SRID=4326;LINESTRING(-82.9619399459024 38.9712190044083,-83.0063642304476 39.0154344098207)"
4247,19554,29495,230000,6;3;3;6,,,"SRID=4326;LINESTRING(-81.2798180760878 28.379018679363,-81.2141404877184 28.4162670011882)"
9309,8778,20757,345000,6;3;3,,60,"SRID=4326;LINESTRING(-97.9998795064563 29.4672993816825,-96.2365653459073 29.0274112056297)"
13637,3785,22665,,,,,"SRID=4326;LINESTRING(-66.4428346274346 48.0170427306852,-65.7754779313313 47.7499999903526)"
30065,23458,6600,345000,3,,60,"SRID=4326;LINESTRING(-88.966728911757 38.3323756818561,-88.9689189445832 38.3334134903466)"
3040,30921,30922,345000,3,,,"SRID=4326;LINESTRING(-112.087427076043 32.8236481749862,-112.117896615981 32.8461731653323)"
25626,733,19478,115000,,,,"SRID=4326;LINESTRING(-80.954724103625 43.3758531512144,-80.7369679465249 43.3994668003409)"
41821,2329,2383,138000,,,,"SRID=4326;LINESTRING(-81.8343118472987 41.3533016557538,-81.9641116574082 41.393652159849)"
11488,17983,17889,,,,,"SRID=4326;LINESTRING(-82.5843827032265 34.8279087990098,-82.6089476736599 34.8254209914419)"
27176,11103,18211,,,,,"SRID=4326;LINESTRING(-87.2882374459284 31.0111686631655,-87.2931644831704 30.9902340976609)"
2963,28803,30892,230000,6,,60,"SRID=4326;LINESTRING(-81.9112695115061 33.4328076724252,-81.8086165512912 33.434732425642)"
27764,3871,3867,,,,,"SRID=4326;LINESTRING(-84.8361487215963 40.1965774090258,-84.8179653238617 39.8146158300862)"
32367,23321,8891,230000,3,,60,"SRID=4326;LINESTRING(-101.747139331007 35.2935568243725,-101.747258357783 35.2964470757133)"
26041,1131,18125,,,,,"SRID=4326;LINESTRING(-85.3375284628227 34.4718961820012,-85.3305875935068 34.4737197176818)"
26949,1951,20092,230000,,,,"SRID=4326;LINESTRING(-77.504672555061 37.4086360128622,-77.5217450107259 37.41516706762)"
34002,30094,10730,,,,,"SRID=4326;LINESTRING(-119.378368609447 50.0000994513024,-119.347379671991 49.9067643579585)"
42733,1295,3330,,,,,"SRID=4326;LINESTRING(-94.7599082650694 39.0104421039211,-94.6983514999805 39.0118195124217)"
6439,7191,28744,230000,3,,60,"SRID=4326;LINESTRING(-101.147248681169 41.0810502558949,-101.709616923932 41.1024399761437)"
27402,23666,3510,345000;34500;138000;138000;345000;345000;138000,3;12,,60,"SRID=4326;LINESTRING(-88.0523486062539 41.9216647059443,-88.0467785502966 41.8953906497361)"
28700,21780,5002,345000;115000,3,,60,"SRID=4326;LINESTRING(-71.5294130727477 42.5688535900618,-71.4818049219644 42.5636839019076)"
33185,9780,9782,,,,,"SRID=4326;LINESTRING(-124.407332637761 42.4836090205296,-124.400890348495 42.4850125274615)"
37271,4612,14651,400000,3,,60,"SRID=4326;LINESTRING(-100.553545549977 25.7100264439602,-101.503731959504 26.9266054536443)"
311,20083,29771,,,,,"SRID=4326;LINESTRING(-78.2144254160216 45.4652512860398,-78.2452608607915 45.4302957328409)"
20008,25749,25607,,,,,"SRID=4326;LINESTRING(-75.3614606949578 40.6325133800954,-75.3420923886114 40.6296177920218)"
23880,16501,27433,,,,,"SRID=4326;LINESTRING(-104.26362768273 38.2281782692796,-104.214268295063 38.2002201906739)"
25459,9355,19391,345000,3,,60,"SRID=4326;LINESTRING(-82.9099686858494 40.2614509842002,-82.9230748741242 40.2620285199587)"
31977,8474,8475,230000,3,,,"SRID=4326;LINESTRING(-84.0433207161643 30.9321102307706,-84.1313406132616 31.1723529718826)"
25409,592,19373,230000,6,1,,"SRID=4326;LINESTRING(-122.113026495223 47.9716916899568,-122.126166074966 47.9341673662849)"
41204,29491,1742,,6,2,,"SRID=4326;LINESTRING(-118.39423191732 33.8505179488754,-118.333215564216 33.8691523727487)"
26122,16337,19706,230000,3,1,60,"SRID=4326;LINESTRING(-82.3733880433168 27.1356344428931,-82.4565686079714 27.3577107008181)"
24195,416,19292,345000,3;6;3,,,"SRID=4326;LINESTRING(-112.043399762625 41.094982879202,-112.017985270496 41.0674034050478)"
18816,12350,25013,,3,,,"SRID=4326;LINESTRING(-93.4056086935385 44.1233785743599,-93.4846399838977 44.2324047758923)"
14781,22415,23211,,3,1,,"SRID=4326;LINESTRING(-123.550639802523 48.4536044613585,-123.543626295774 48.4511523839579)"
2098,23849,30524,230000,3,,60,"SRID=4326;LINESTRING(-79.7314509503336 35.7775737009807,-79.7456722961888 35.7625688845011)"
5467,21590,28453,345000,3;6,,60,"SRID=4326;LINESTRING(-95.0013340398699 39.2651055936167,-94.9764432474554 39.4500681706602)"
28499,4666,4744,138000,6,,60,"SRID=4326;LINESTRING(-95.5248352899121 29.8184057649964,-95.4827470670656 29.816199152346)"
32065,3350,8572,345000,6;3;3,,60,"SRID=4326;LINESTRING(-96.1328032092439 31.3713190685568,-96.0574526373311 31.8195312168954)"
2770,1958,30812,,,,,"SRID=4326;LINESTRING(-77.2826273275706 37.2899233047269,-77.3479878161132 37.326235834406)"
11981,3356,18523,69000,,,,"SRID=4326;LINESTRING(-83.0446238595823 36.7815781048748,-83.0522858496461 36.780008217881)"
30960,3551,7508,230000,3;6,,60,"SRID=4326;LINESTRING(-81.9474480637617 30.3188355154833,-81.8197720297942 30.3066733654094)"
41715,2298,2300,345000,3,,60,"SRID=4326;LINESTRING(-73.9378674860422 41.5643517836919,-73.8348673418681 41.568105802383)"
29675,5302,6096,,,,,"SRID=4326;LINESTRING(-77.4211440516979 43.0704293738793,-77.4326997775548 43.0872772608446)"
36497,23235,282,230000,3;6,,60,"SRID=4326;LINESTRING(-111.916302717698 33.43550988119,-111.912344368973 33.4390686839153)"
9925,8220,21040,138000,3,,,"SRID=4326;LINESTRING(-110.143971079416 40.2544817106182,-110.133635562235 40.2656251137528)"
